Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
1434,723 S 7th Ave,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, no)",LiBnff-ZuzW16zIvZgFOfQ,Restaurant,,,,Mexican,,,,,,,Phoenix,"(6:0-21:0, 6:0-21:0, 7:0-21:0, 6:0-19:0, 6:0-21:0, 6:0-21:0, 6:0-21:0)",1,33.44030762,-112.0819004,La Canasta Mexican Foods,,85003,161,3.5,AZ
1435,2700 W Van Buren St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, True, free)",xRhO5lLaKbxG0IRHwYIc5w,Restaurant,,,,Mexican,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4513476,-112.1178844,Romero's Mexican Food,,85009,7,2,AZ
1436,1638 E Southern Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, False, 1, False, False, True, None, True, no)",ezrNxiPJUYLJpDtTQyj9eA,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-20:0, None, 13:0-20:0, None, 11:0-19:0, 11:0-19:0, 11:0-19:0)",0,33.3932579,-112.0459022,The Loaded Potato,,85040,66,4.5,AZ
1437,"15530 N Tatum Blvd, Ste 160","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': True, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, True, None, None, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, None, None, True, None, loud, None, True, casual, None, False, True, 2, False, True, True, None, True, free)",EDcZRvERC22Cvw1yi4-VKg,Restaurant,,,,Italian,American,,,,,,Phoenix,"(11:0-23:0, 11:0-22:0, 11:0-23:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.627245,-111.97845,The Sicilian Butcher,,85032,539,4.5,AZ
1438,3111 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, True, True, 1, False, False, True, None, None, free)",vEHMQwAwbV0n9ZWmk3zWWw,Restaurant,,,,American,,,,,,,Phoenix,"(7:30-16:0, 7:30-16:0, None, None, 7:30-16:0, 7:30-16:0, 7:30-16:0)",1,33.4847321,-112.0733205,"Uncle Tony's Bagels, Deli & Pizza",,85012,7,4.5,AZ
1439,"5233 S Central Ave, Ste 9","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, False, 2, False, False, True, None, False, no)",euxQLuOeFIfsZWj6PmHp7g,Restaurant,,,,Italian,,,,,,,Phoenix,,1,33.3986182,-112.0724612,Pizza Hut,,85040,22,2,AZ
1440,10430 N 19th Ave,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, None, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, False, None, None, None, None, None, None, None, None)",ttxro5pg5z5s8iNcKPdt3w,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.5811884,-112.1002098,Taco Mich and Bar,,85021,6,3,AZ
1441,3400 E Sky Harbor Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, None, None, None, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, False, True, None, True, None)",mfBTgkK84bsYTC8xEkuBMw,Restaurant,,,,American,,,,,,,Phoenix,,0,33.4359431,-112.011026,Great Steak and Potato Co.,,85034,8,2,AZ
1442,"1420 E Chandler Blvd, Ste 301","(None, None, none, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, False, casual, None, False, False, 1, False, False, True, None, True, None)",st9MruZ-ETZyg9InSo5B2Q,Restaurant,,,,American,,,,,,,Phoenix,,0,33.305751,-112.053131,Quiznos,,85048,5,3,AZ
1443,34948 N Valley Parkway,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, False, None, average, None, True, casual, None, False, True, 2, False, True, True, None, None, free)",rCijkoXaqx3DwL-Qp_Vy7A,Restaurant,,,,American,,,,,,,Phoenix,"(6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30)",0,33.8013273,-112.1306499,The Good Egg - Tramonto,,85086,69,3.5,AZ
1444,2720 W Van Buren,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, casual, None, None, True, 1, False, None, True, None, None, no)",#NAME?,Restaurant,,,,Latin American,Mexican,,,,,,Phoenix,"(0:0-0:0, 7:0-23:0, 0:0-0:0, None, 7:0-23:0, 7:0-23:0, 7:0-23:0)",1,33.45128938,-112.1185396,Taco Mich,,85009,5,4,AZ
1445,7410 S 35th Ave Laveen,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, True, free)",yVBgxJoLTQyspbCNhvUuwA,Restaurant,,,,Mexican,,,,,,,Phoenix,"(7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0)",1,33.377586,-112.133752,Federico's Mexican Food,,85339,33,3,AZ
1446,"1616 N 24th St, Ste C","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, None, free)",7pFvRwpwxRc8qf6eTWY6kQ,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-3:0, 7:0-2:0, 8:0-3:0, 9:0-2:0, 7:0-2:0, 7:0-2:0, 7:0-2:0)",1,33.4665661,-112.0311959,Subway,,85008,10,3,AZ
1447,"15425 S 48th St, Ste 116","(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, None, None, True, casual, None, True, True, 1, False, False, True, None, None, no)",BAJTueyZYX91qWtMzFI2cw,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-19:0, 11:0-19:0, 11:0-15:0, 11:0-17:0, 11:0-19:0, 11:0-19:0, 11:0-19:0)",0,33.3066809,-111.9799156,Az Poki,,85044,35,4,AZ
1448,3400 E Sky Harbor Blvd,"(None, None, none, None, None, None, None, None, None, None, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, average, None, False, casual, None, False, False, 2, False, False, True, None, True, None)",DmyS9b7ykIOo7XwYt5I9wg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.4354656,-112.0071714,Burger King,,85073,7,2,AZ
1449,8930 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, None, casual, None, False, True, 1, False, False, True, None, None, None)",_8HzIslOdrED7JQF2DU2fg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.5671571,-112.065592,Subway,,85020,16,3,AZ
1450,16615 N Cave Creek Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, False, None, None, None, None, None, False, None, True, None, None, None)",JL42sdCzD5WV_gkNWublxA,Restaurant,,,,American,,,,,,,Phoenix,,1,33.6375233,-112.0305703,Pueblo Viejo,,85032,8,4,AZ
1451,"3227 E Bell Rd, Ste D105","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 2, True, True, True, None, True, no)",K4isdrdwV3GbI52Bv2Wq6g,Restaurant,,,,Indian,,,,,,,Phoenix,"(11:0-15:0, None, 17:0-22:0, 17:0-21:30, 17:0-21:30, 11:0-14:30, 17:0-21:30)",0,33.6391935,-112.0121148,Madras Ananda Bhavan,,85032,150,3.5,AZ
1452,"4340 Indian School Rd, Ste 19","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, True, free)",_7u6Cdgoo65xqUNOuRX4Ew,Restaurant,,,,American,,,,,,,Phoenix,"(6:30-20:0, 6:30-20:0, 7:0-20:0, 7:0-20:0, 6:30-20:0, 6:30-20:0, 6:30-20:0)",1,33.4954244,-111.9881673,Nekter Juice Bar,,85018,77,4,AZ
1453,10720 W Indian School Rd,"(None, None, beer_and_wine, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, False, None, None, None, None, None, None, False, None, None, None, False, casual, None, False, None, 3, None, False, True, None, True, no)",N3a59jUQWg-BgrO3udd-zg,Restaurant,,,,Polish,,,,,,,Phoenix,,0,33.4947065,-112.2919195,Warsaw Village World Foods,,85037,5,4.5,AZ
1454,"5350 E High St, Ste 115","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, False, False, None, None, None, None, False, True, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, yes, False, free)",v2tjswIV3e0c8o7_7MwYmg,Pub,,,,American,,,,,,,Phoenix,"(10:30-2:0, 10:30-2:0, 10:30-2:0, 10:30-2:0, 10:30-2:0, 10:30-2:0, 10:30-2:0)",1,33.676051,-111.965197,Mellow Mushroom,,85054,304,3.5,AZ
1455,3433 N 56th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, None, free)",4p6Wce7Ed707QS2-yQkvZw,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-22:0, 11:0-21:0, 10:0-22:0, 10:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.48859027,-111.9603502,Kitchen 56,,85018,335,3.5,AZ
1456,"4801 E Washington St, Ste 1","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, False, True, None, False, no)",#NAME?,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-17:0, 10:0-17:0, 11:0-14:0, None, 10:0-17:0, 10:0-17:0, 10:0-17:0)",1,33.4466884,-111.9774937,Cousins Subs,,85034,30,3.5,AZ
1457,10637 N Tatum Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, None)",wZ3MABp8WcSHfZrlEQa5dw,Restaurant,,,,Chinese,,,,,,,Phoenix,"(10:0-21:30, 10:0-21:0, 10:0-21:30, 10:30-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0)",1,33.5842663,-111.9767865,Panda Express,,85028,22,2.5,AZ
1458,"11 W Washington St, Ste 140","(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",e3B8xTCLvPR1jZWkoCjuUA,Restaurant,,,,Mexican,,,,,,,Phoenix,"(10:45-22:0, 10:45-22:0, 10:45-22:0, 10:45-22:0, 10:45-22:0, 10:45-22:0, 10:45-22:0)",1,33.44794826,-112.0746167,Chipotle Mexican Grill,,85003,65,3.5,AZ
1459,"2526 W Northern ave, Off I-17 fwy","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, None, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, None, None, True, None, None, True, None, None, True, True, True, None, True, free)",iBglr76LxgRM9FRm8O7_aQ,Restaurant,,,,American,,,,,,,Phoenix,"(9:30-23:0, 12:0-19:0, 9:0-23:0, 11:0-16:0, 9:30-21:0, 9:30-21:0, 9:30-21:0)",1,33.5542462,-112.1145183,How Bout Dat 313 Detroit Coney Island,,85051,10,3.5,AZ
1460,"3411 W Northern Ave, Ste B","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, True, True, True, None, True, free)",6nbmlMVmbifIjrEEbCaA6w,Restaurant,,,,Modern European,,,,,,,Phoenix,"(9:0-21:0, 9:0-21:0, 9:0-21:0, 10:0-21:0, 9:0-21:0, 9:0-21:0, 9:0-21:0)",1,33.5527211,-112.1326356,Old Town Sarajevo,,85051,289,4.5,AZ
1462,"9641 N Metro Park W, Ste MM1","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, loud, None, False, casual, None, False, True, 1, False, False, True, None, True, free)",sWeVNiPulXsD8PWhEtn9Ew,Restaurant,,,,Chinese,,,,,,,Phoenix,"(10:0-21:0, 10:0-21:0, 10:0-21:0, 11:0-18:0, 10:0-21:0, 10:0-21:0, 10:0-21:0)",1,33.5737522,-112.124477,Jade The Taste of China,,85051,26,4.5,AZ
1463,3558 W Northern Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, False, True, None, quiet, None, True, casual, None, False, True, 1, False, True, True, None, None, no)",DWx1UgbHLHU-2Ko02klhZg,Pub,,,,American,,,,,,,Phoenix,"(8:0-2:0, 8:0-2:0, 8:0-2:0, 8:0-2:0, 8:0-2:0, 8:0-2:0, 8:0-2:0)",1,33.5536187,-112.1369191,The Last Stop Sports Bar & Grill,,85051,24,3.5,AZ
1464,3567 W Northern Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, False, None, loud, None, False, casual, None, False, True, 1, False, True, True, None, True, no)",hEcn9k6ONd5n2mq0lB2aew,Restaurant,,,,American,,,,,,,Phoenix,"(6:0-22:0, 6:0-22:0, 6:0-22:0, 9:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0)",1,33.5526961,-112.1358957,JB's Restaurant,,85051,39,3.5,AZ
1465,2929 N 43rd Ave,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",Q7bAF6MrZ8wWfLsxaPl2Yw,Restaurant,,,,Mexican,,,,,,,Phoenix,"(10:0-23:0, 10:0-22:0, 10:0-23:0, 11:0-22:0, 10:0-22:0, 10:0-22:0, 10:0-22:0)",1,33.48189,-112.151272,Ta'Carbon,,85019,175,4.5,AZ
1466,7606 W Indian School Rd,"(None, None, None, None, None, None, None, False, None, True, None, None, True, None, None, None, None, None, None, True, None, None, None, None, None, very_loud, None, None, None, None, True, False, 1, None, None, True, None, None, None)",STmoasVuj_h-XYqqPEoxTg,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-2:0, 10:0-0:0, 10:0-2:0, 10:0-0:0, 10:0-0:0, 10:0-0:0, 10:0-0:0)",1,33.4949799,-112.2234001,Domino's Pizza,,85033,11,1.5,AZ
1467,3400 E Sky Harbor Blvd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 2, False, True, True, None, None, free)",of4V8nfW7GwJ03tLDdrOlA,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.434282,-111.999398,Barrio Cafe,,85034,477,3,AZ
1468,4263 W Thunderbird Rd,"(None, None, None, None, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2, None, None, True, None, True, None)",M0yfSpeDaYTPEnLjw_0g_g,Restaurant,,,Yes,American,,,,,,,Phoenix,"(6:0-18:0, None, 7:0-16:0, 9:0-14:0, 6:0-18:0, 6:0-18:0, 6:0-18:0)",1,33.60990161,-112.1506691,Baker Wee,,85053,138,4,AZ
1469,3961 E Chandler Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, False, 1, False, False, True, None, None, no)",870wJgRZMQLt9jNN8-RgQg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.3035053,-111.99869,Little Caesars,,85048,12,2.5,AZ
1470,3416 W Buckeye Rd,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, False, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, None)",DjlSMGIeQNq3huXiBpFhUA,Restaurant,,,,Mexican,,,,,,,Phoenix,,0,33.4370926,-112.133094,El Burrito Grande,,85009,7,4.5,AZ
1471,4909 E Chandler Blvd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, no, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, False, True, True, 3, True, True, True, None, True, no)",H1Mp8I2YuyBe8lFHnRk3iA,Restaurant,,,,Brazillian,,,,,,,Phoenix,"(11:30-21:30, 17:0-21:30, 11:30-21:30, 11:30-21:30, 11:30-21:30, 17:0-21:30, 17:0-21:30)",0,33.3039011,-111.9784087,Brazilian Bull Steakhouse,,85048,157,2.5,AZ
1472,67TH And W Lower Buckeye Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, False, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, None, None, None, True, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",7mMRxAxiPvhyLvbmhnGFsQ,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.423,-112.20396,El Guero Hot Dogs,,85043,15,3.5,AZ
